0,0,0.253214
0.027957,0,0.263068
0.013803,0.023838,0.259042
-0.013383,0.023093,0.250468
-0.026002,0,0.243019
-0.013101,-0.022614,0.245483
0.013561,-0.023432,0.25486
0.056057,0,0.261118
0.047634,0.027421,0.255191
0.027407,0.047332,0.254338
0,0.055305,0.257943
-0.026978,0.046612,0.250708
-0.045136,0.02598,0.241716
-0.051161,0,0.237272
-0.043667,-0.025124,0.233514
-0.025586,-0.044202,0.237691
0,-0.051857,0.241622
0.02661,-0.045982,0.247384
0.047191,-0.02718,0.253217
0.082945,0,0.252939
0.075973,0.025996,0.243505
0.062173,0.048195,0.238267
0.042631,0.064962,0.235416
0.019506,0.076775,0.240867
-0.006749,0.081311,0.249062
-0.032016,0.0728,0.242178
-0.052016,0.056303,0.232617
-0.066129,0.035665,0.227852
-0.073359,0.012204,0.225601
-0.073477,-0.012229,0.226283
-0.065005,-0.03507,0.224209
-0.050382,-0.054594,0.226094
-0.030158,-0.068625,0.228652
-0.006185,-0.074453,0.22763
0.018615,-0.073309,0.230296
0.042399,-0.064724,0.235489
0.062001,-0.048105,0.2383
0.076082,-0.026047,0.244282
0.106217,0,0.235821
0.101807,0.027213,0.233839
0.088214,0.050739,0.225003
0.070531,0.070221,0.219883
0.049705,0.0857,0.219037
0.026041,0.096763,0.221831
0,0.103719,0.230419
-0.027295,0.101647,0.234184
-0.051983,0.08984,0.230817
-0.071257,0.071066,0.223378
-0.085233,0.04908,0.218197
-0.093624,0.025021,0.214887
-0.096715,0,0.214399
-0.093687,-0.025031,0.214882
-0.084015,-0.04836,0.214816
-0.068201,-0.067992,0.213524
-0.048714,-0.084208,0.216468
-0.024873,-0.092564,0.212919
0,-0.095002,0.210603
0.025331,-0.094258,0.216761
0.049875,-0.086148,0.221078
0.071494,-0.071284,0.223936
0.08986,-0.051758,0.230244
0.100339,-0.026802,0.229909
0.128954,0,0.221045
0.12294,0.026047,0.214485
0.112644,0.049973,0.21018
0.098525,0.071352,0.207817
0.079545,0.087984,0.202287
0.059882,0.103334,0.204034
0.037541,0.11511,0.206981
0.013106,0.124344,0.214227
-0.013371,0.126913,0.218879
-0.039581,0.121529,0.219178
-0.063533,0.109805,0.217576
-0.082685,0.09159,0.211276
-0.096819,0.070118,0.204228
-0.109501,0.04866,0.205434
-0.116062,0.024618,0.203226
-0.117815,0,0.201225
-0.116491,-0.024686,0.20335
-0.109889,-0.048781,0.205447
-0.096067,-0.069538,0.202301
-0.079533,-0.088065,0.202962
-0.058754,-0.101445,0.200567
-0.036155,-0.110916,0.199651
-0.012092,-0.11457,0.196779
0.012294,-0.116565,0.200533
0.036395,-0.111581,0.200558
0.0598,-0.103228,0.203992
0.081157,-0.089858,0.207065
0.098817,-0.071553,0.208332
0.11397,-0.050601,0.213168
0.123109,-0.02609,0.214938
0.148384,0,0.202024
0.141998,0.025675,0.195396
0.133388,0.049874,0.192879
0.119813,0.071314,0.188902
0.103347,0.089954,0.185774
0.085894,0.107382,0.186937
0.06529,0.120905,0.186649
0.042737,0.130941,0.186752
0.019087,0.140342,0.192306
-0.006731,0.149643,0.204495
-0.032989,0.144117,0.201258
-0.058191,0.135772,0.201092
-0.080793,0.122085,0.199319
-0.098964,0.103206,0.194386
-0.111568,0.080717,0.1864
-0.122719,0.058861,0.184215
-0.133336,0.036708,0.18804
-0.139655,0.012547,0.191042
-0.140213,-0.012588,0.19141
-0.135401,-0.037234,0.19023
-0.129361,-0.062129,0.195035
-0.113871,-0.08242,0.190519
-0.097328,-0.101499,0.191155
-0.0763,-0.115211,0.187772
-0.054156,-0.126284,0.186793
-0.030653,-0.133838,0.18666
-0.006274,-0.139337,0.189992
0.018568,-0.136603,0.187428
0.04281,-0.131317,0.18779
0.065893,-0.122072,0.188633
0.087175,-0.108997,0.18978
0.104276,-0.090741,0.187293
0.119877,-0.071337,0.18887
0.134773,-0.050444,0.195518
0.143362,-0.025947,0.197926
0.162594,0,0.177824
0.162859,0.025729,0.180819
0.152146,0.049239,0.174614
0.141783,0.072017,0.174171
0.12588,0.091158,0.170213
0.109292,0.108984,0.169334
0.090907,0.124777,0.169481
0.070783,0.1385,0.170697
0.048344,0.14818,0.170681
0.025011,0.157293,0.174521
0,0.167114,0.183979
-0.026043,0.163965,0.182391
-0.050308,0.154163,0.177503
-0.074248,0.1452,0.178749
-0.094683,0.129817,0.175889
-0.114845,0.114558,0.178129
-0.126727,0.091687,0.170861
-0.138453,0.070261,0.16957
-0.148372,0.048052,0.17068
-0.156492,0.024733,0.173983
-0.158924,0,0.174296
-0.158543,-0.025039,0.175835
-0.154084,-0.049903,0.177266
-0.143042,-0.072578,0.17509
-0.128546,-0.092977,0.173142
-0.11212,-0.111705,0.173221
-0.092192,-0.126429,0.171372
-0.070553,-0.137906,0.16957
-0.048872,-0.149941,0.173095
-0.025268,-0.159202,0.177399
0,-0.15931,0.175032
0.024433,-0.153638,0.170454
0.048044,-0.14731,0.169817
0.071119,-0.139188,0.171638
0.091265,-0.125205,0.169866
0.109174,-0.108758,0.168606
